timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
7248000,7240000,197388,0.21608861,0.009726946,0.4260757,0
7268000,7260000,197388,0.21436206,0.008840977,0.43242213,0
7288000,7280000,197388,0.22165509,0.0045014746,0.43098402,0
7308000,7300000,197388,0.21459594,0.010587957,0.43275642,0
7328000,7320000,197388,0.21562748,0.008644292,0.42680463,0
7348000,7340000,197388,0.21747744,0.013067618,0.43045384,0
7368000,7360000,197388,0.20979218,0.008093807,0.43160734,0
7388000,7380000,197388,0.21706755,0.006181033,0.43010172,0
7408000,7400000,197388,0.21661353,0.013260119,0.43192124,0
7428000,7420000,197388,0.21988277,0.010177396,0.42909,0
7448000,7440000,197388,0.214734,0.011185679,0.4339337,0
7468000,7460000,197388,0.21601279,0.009278818,0.43158993,0
7488000,7480000,197388,0.21787539,0.00875285,0.42986995,0
7508000,7500000,197388,0.21453547,0.010063662,0.43312812,0
7528000,7520000,197388,0.21627429,0.01657387,0.42444062,0
7548000,7540000,197388,0.21345651,0.011531967,0.42651996,0
7568000,7560000,197388,0.21572518,0.009514007,0.42771444,0
7588000,7580000,197388,0.2160768,0.0077657956,0.42933998,0
7608000,7600000,197388,0.21081169,0.013640535,0.43168187,0
7628000,7620000,197388,0.21292011,0.009789742,0.42833176,0
7648000,7640000,197388,0.21558218,0.010938468,0.42766044,0
7668000,7660000,197388,0.21379168,0.010349216,0.4322382,0
7688000,7680000,197388,0.21644162,0.011091185,0.42590457,0
7708000,7700000,197388,0.21536127,0.007552789,0.43222705,0
7728000,7720000,197388,0.21629885,0.014602053,0.43302998,0
7748000,7740000,197388,0.2135102,0.010479639,0.43304142,0
7768000,7760000,197388,0.21390481,0.009918503,0.42728567,0
7788000,7780000,197388,0.21939564,0.00847372,0.42970213,0
7808000,7800000,197388,0.21337834,0.012358923,0.43328992,0
7828000,7820000,197388,0.21526933,0.011835088,0.4303391,0
7848000,7840000,197388,0.21535544,0.006502771,0.4279189,0
7868000,7860000,197388,0.21498413,0.0083677815,0.430569,0
7888000,7880000,197388,0.21298845,0.012070592,0.43031454,0
7908000,7900000,197388,0.21585916,0.009847397,0.42769,0
7928000,7920000,197388,0.21325687,0.00930184,0.42986336,0
7948000,7940000,197388,0.21710749,0.009131221,0.43106365,0
7968000,7960000,197388,0.21796572,0.012278315,0.43440506,0
7988000,7980000,197388,0.21243803,0.0137023,0.4271365,0
8008000,8000000,197388,0.21837144,0.008586955,0.433362,0
8028000,8020000,197388,0.2138038,0.009571369,0.42936936,0
8048000,8040000,197388,0.21631296,0.007691444,0.42860326,0
8068000,8060000,197388,0.21809702,0.011700123,0.42976958,0
8088000,8080000,197388,0.21335554,0.01239255,0.42679045,0
8108000,8100000,197388,0.21565261,0.013454512,0.42912933,0
8128000,8120000,197388,0.21537209,0.0072716447,0.43041298,0
8148000,8140000,197388,0.21663378,0.012806416,0.43070093,0
8168000,8160000,197388,0.21504264,0.011278539,0.4307753,0
8188000,8180000,197388,0.21347128,0.010558179,0.42819571,0
8208000,8200000,197388,0.21362172,0.0057920204,0.4331405,0
8228000,8220000,197388,0.21330117,0.011590673,0.43079987,0
8248000,8240000,197388,0.21576284,0.0052490584,0.4302256,0
8268000,8260000,197388,0.21406956,0.010408499,0.43013856,0
8288000,8280000,197388,0.21688329,0.01048816,0.429562,0
8308000,8300000,197388,0.21531212,0.008963242,0.42950916,0
8328000,8320000,197388,0.21367703,0.0071131126,0.4300003,0
8348000,8340000,197388,0.21380468,0.010216821,0.4277199,0
8368000,8360000,197388,0.216537,0.009526277,0.43053588,0
8388000,8380000,197388,0.2173603,0.01200744,0.43062112,0
8408000,8400000,197388,0.21422546,0.008626794,0.42877254,0
8428000,8420000,197388,0.21574537,0.008286382,0.42723313,0
8448000,8440000,197388,0.22029026,0.011264759,0.43262324,0
8468000,8460000,197388,0.21462107,0.008957343,0.42786866,0
8488000,8480000,197388,0.21226488,0.013348411,0.4297884,0
8508000,8500000,197388,0.21956444,0.0086418735,0.42599502,0
